username,created_at,text
amateurdefleur,2024-08-25 12:53:59+00:00,@ElleMenThailand @tawattannn ❤️❤️❤️❤️
amateurdefleur,2024-08-25 12:53:55+00:00,@ElleMenThailand @tawattannn หล่อมาก
Mine_aini,2024-08-25 12:45:32+00:00,"@ElleMenThailand @tawattannn หล่อมากเลย🥰 

#ELLEMENandFourthNattawat
#Fourthnattawat
#Cartier"
_piepeachy,2024-08-25 12:38:23+00:00,@ElleMenThailand @tawattannn ❤️❤️❤️
cnv31071,2024-08-25 12:26:36+00:00,"@ElleMenThailand @tawattannn หล่อมากๆครับ

#ELLEMENandFourthNattawat
#Cartier @Cartier @tawattannn 
#Fourthnattawat #โฟร์ทณัฐวรรธน์"
UdhayaNataraj,2024-08-25 11:30:17+00:00,@ElleMenThailand @tawattannn Fourth ♥️♥️♥️♥️
ps_giny,2024-08-25 11:23:34+00:00,"@ElleMenThailand @tawattannn อมกกกก หล่อและดูดีมากๆเลยคับบ😍

#ELLEMENandFourthNattawat
#Cartier @Cartier @tawattannn 
#Fourthnattawat #โฟร์ทณัฐวรรธน์"
khun_kmni11242,2024-08-25 11:22:32+00:00,"@ElleMenThailand @tawattannn มองทีใจละลาย หล่อเท่ทุกมุมทุกองศา ...👉👈🩷🩷

#ELLEMENandFourthNattawat
#Fourthnattawat
#Cartier"
neeon4th21,2024-08-25 11:00:55+00:00,"@ElleMenThailand @tawattannn คุณชายโฟร์ทททหล่อมาก✨💛

#ELLEMENandFourthNattawat 
#Cartier @Cartier @tawattannn
#Fourthnattawat #โฟร์ทณัฐวรรธน์"
randomsome_00,2024-08-25 10:58:39+00:00,"@ElleMenThailand @tawattannn The jewelry is so nice ☺️ 

#ELLEMENandFourthNattawat
#Fourthnattawat
#Cartier"
forfourth4,2024-08-25 10:54:16+00:00,"@ElleMenThailand @tawattannn This is looks amaizing😍😍😍

@tawattannn @Cartier #Cartier
#Fourthnattawat #โฟร์ทณัฐวรรธน์
#ELLEMENandFourthNattawat"
sa4444y,2024-08-25 10:52:53+00:00,"@ElleMenThailand @tawattannn Yes, Fourth and Cartier 😍"
JHarunata,2024-08-25 10:50:07+00:00,"@ElleMenThailand @tawattannn Gorgeous as always ❤️

#ELLEMENandFourthNattawat
#Cartier @Cartier @tawattannn 
#Fourthnattawat #โฟร์ทณัฐวรรธน์"
KuronekoCN,2024-08-25 10:49:44+00:00,"@ElleMenThailand @tawattannn Fourth is so handsome and pretty, omg. This photoshoot is amazing..really 

#ELLEMENandFourthNattawat
#Fourthnattawat
#Cartier"
Carlamay4th,2024-08-25 10:49:38+00:00,"@ElleMenThailand @tawattannn Handsome in red❤️❤️

#ELLEMENandFourthNattawat
#Cartier @Cartier @tawattannn 
#Fourthnattawat #โฟร์ทณัฐวรรธน์"
dynamicduoGF,2024-08-25 10:49:24+00:00,"@ElleMenThailand @tawattannn He always looks extra handsome in RED❤️

#ELLEMENandFourthNattawat
#Cartier @Cartier @tawattannn 
#Fourthnattawat #โฟร์ทณัฐวรรธน์"
Patwani77,2024-08-25 10:46:57+00:00,"@ElleMenThailand @tawattannn He is so pretty with red

#ELLEMENandFourthNattawat
#Fourthnattawat
#Cartier"
drln4th,2024-08-25 10:44:27+00:00,"@ElleMenThailand @tawattannn หล่อทุกมุม ทุกองศา ทุกอากัปกิริยาการเคลื่อนไหวของร่างกายจริงๆ ค้าบบ 🤩💖

#ELLEMENandFourthNattawat
#Cartier @Cartier @tawattannn 
#Fourthnattawat #โฟร์ทณัฐวรรธน์"
Benzzee_,2024-08-25 10:40:41+00:00,"@ElleMenThailand @tawattannn หล่อทุกมุมมมม 

#ELLEMENandFourthNattawat
#Cartier @Cartier @tawattannn 
#Fourthnattawat #โฟร์ทณัฐวรรธน์"
Allwannado11,2024-08-25 10:39:59+00:00,"@ElleMenThailand @tawattannn #Cartier #ELLEMENAugust
#ELLEMENandFourthNattawat
#Fourthnattawat #โฟร์ทณัฐวรรธน์
@Cartier @ElleMenThailand @tawattannn

Thank you ✨"
HunFot_17,2024-08-25 10:34:04+00:00,"@ElleMenThailand @tawattannn OMG, my fav. Human 😍

#ELLEMENandFourthNattawat
#Cartier @tawattannn
#Fourthnattawat #โฟร์ทณัฐวรรธน์"
Eitong2,2024-08-25 10:32:59+00:00,"@ElleMenThailand @tawattannn หล่อมากๆเลยคร๊าบบบบบบ💖

#ELLEMENandFourthNattawat
#Cartier @Cartier @tawattannn 
#Fourthnattawat #โฟร์ทณัฐวรรธน์"
mysteriousmuay,2024-08-25 10:31:32+00:00,"@ElleMenThailand @tawattannn Loving him was red❤️✨

#ELLEMENandFourthNattawat
#Cartier @Cartier @tawattannn 
#Fourthnattawat #โฟร์ทณัฐวรรธน์"
Pxxxaxw92,2024-08-25 10:29:50+00:00,"@ElleMenThailand @tawattannn พี่โฟร์ทพี่ หล่อตลอดไปๆๆๆ❤️‍🔥

#ELLEMENandFourthNattawat
#Cartier @Cartier @tawattannn 
#Fourthnattawat #โฟร์ทณัฐวรรธน์"
tomafluffy,2024-08-25 10:28:30+00:00,"@ElleMenThailand @tawattannn หล่อทุกมุมจริงๆๆคับ ขอบคุณทาง @ElleMenThailand นะคะ❤️✨

#ELLEMENandFourthNattawat
#Cartier @Cartier @tawattannn 
#Fourthnattawat #โฟร์ทณัฐวรรธน์"
gem4fth,2024-08-25 10:28:26+00:00,"@ElleMenThailand @tawattannn ... he looks so handsome

#ELLEMENandFourthNattawat
#Cartier #Fourthnattawat"
libraforq4th,2024-08-25 10:26:57+00:00,"@ElleMenThailand @tawattannn สีแดงที่ถูกต้องมาก มีเสน่ห์สุด ๆ ขอบคุณ @ElleMenThailand นะค้าบ ♥️♥️♥️

#ELLEMENandFourthNattawat
#Cartier @Cartier @tawattannn 
#Fourthnattawat #โฟร์ทณัฐวรรธน์"
wulanra15347950,2024-08-25 10:22:44+00:00,"@ElleMenThailand @tawattannn Wow Cartier, It looks very beautiful, elegant and luxurious. Fourth x Cartier. Really love it ✨💎 

#ELLEMENandFourthNattawat
#Cartier @Cartier @tawattannn 
#Fourthnattawat #โฟร์ทณัฐวรรธน์"
dora_tranx,2024-08-25 10:22:34+00:00,"@ElleMenThailand @tawattannn Woah~ 😍😍 

#ELLEMENandFourthNattawat
#Fourthnattawat
#Cartier"
namthip8888,2024-08-25 10:21:53+00:00,"@ElleMenThailand @tawattannn หล่อมากเลยคับ❤️✨

#ELLEMENandFourthNattawat
#Cartier @Cartier @tawattannn 
#Fourthnattawat #โฟร์ทณัฐวรรธน์"
_meow9_,2024-08-25 10:21:44+00:00,"@ElleMenThailand @tawattannn สีแดงกับโฟ้ดคือเริดมาก ที่สุด ใส่กับคาเทียร์คือจึ้ง

#ELLEMENandFourthNattawat
#Cartier @Cartier @tawattannn 
#Fourthnattawat #โฟร์ทณัฐวรรธน์"
yourxxlovesyou,2024-08-25 10:21:29+00:00,"@ElleMenThailand @tawattannn วันอาทิตย์สีแดงคับบ❤️❤️

#ELLEMENandFourthNattawat
#Cartier @Cartier @tawattannn 
#Fourthnattawat #โฟร์ทณัฐวรรธน์"
paiva_minmic,2024-08-25 10:21:22+00:00,"@ElleMenThailand @tawattannn Thanks @ElleMenThailand for sharing 
Fourth looks so charming with these gorgeous jewellery 💗✨

#ELLEMENandFourthNattawat
@tawattannn @Cartier #Cartier
#Fourthnattawat #โฟร์ทณัฐวรรธน์"
lapizfor4th,2024-08-25 10:21:01+00:00,"@ElleMenThailand @tawattannn หล่อทุกมุมจริงค่าาาา ขอบคุณ @ElleMenThailand มากๆเลยนะคะ 

@tawattannn @Cartier #Cartier
#ELLEMENandFourthNattawat
#Fourthnattawat #โฟร์ทณัฐวรรธน์"
Moy981009,2024-08-25 10:20:36+00:00,"@ElleMenThailand @tawattannn Very lucky to get this combination. I mean, Elle + Fourth+ Cartier🫠

#ELLEMENandFourthNattawat
#Cartier @Cartier @tawattannn 
#Fourthnattawat #โฟร์ทณัฐวรรธน์"
